,Unnamed: 0,YEAR,period1,period,Location ,LocatHierachyNode,Level,Product,productcatogery,seasonality,WINTER ,SUMMER,FESTIVAL,sold units,TotalFactor,BaseVolume%,Seasonality %,TPR %,Display Only %,Fea & Disp%,Feature Only%,Base Volume,SeasonalVolume,TPR,Display Only,Fea & Disp,Feature Only,To2tFactoredVolume,TotFactoredVolume,MSRP,PRICE DISCOUNT %,PRICE DISCOUNT,Average unit price,total sales,date2,date,Season_Summer,Season_Winter,Feature Only_Grouped,Display Only_Grouped,Fea & Disp_Grouped
289,289,2019,33,W33,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1002,1,0.725,-0.125,0.25,0,0.15,0,726.45,-125.25,250.5,0,150.3,0,1002,Eaches,25,0.2,5,100,100200,19-08-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
290,290,2019,34,W34,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,990,1,0.75,-0.1,0.24,0,0.11,0,742.5,-99,237.6,0,108.9,0,990,Eaches,25,0.33,8.25,10,9900,26-08-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
291,291,2019,35,W35,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,851,1,0.677,-0.077,0.25,0.15,0,0,576.127,-65.527,212.75,127.65,0,0,851,Eaches,25,0.23,5.75,10,8510,02-09-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
292,292,2019,36,W36,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,1,1281,1,0.75,-0.15,0.25,0.15,0,0,960.75,-192.15,320.25,192.15,0,0,1281,Eaches,25,0.2,5,15,19215,09-09-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
293,293,2019,37,W37,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,1,1319,1,0.87,0,0,0.13,0,0,1147.53,0,0,171.47,0,39.57,1358.57,Eaches,25,0.3,7.5,100,131900,16-09-2019,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
294,294,2019,38,W38,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,1,1291,1,0.95,0.02,0,0,0,0.03,1226.45,25.82,0,0,0,0,1252.27,Eaches,25,0.24,6,10,12910,23-09-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
295,295,2019,39,W39,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,1,981,1,0.85,0,0.167,0,-0.017,0,833.85,0,163.827,0,-16.677,0,981,Eaches,25,0.23,5.75,10,9810,30-09-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
296,296,2019,40,W40,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,1,1294,1,0.842,0,0.158,0,0,0,1089.548,0,204.452,0,0,0,1294,Eaches,25,0.22,5.5,15,19410,07-10-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
297,297,2019,41,W41,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,1,1111,1,0.75,0,0.075,0,0.175,0,833.25,0,83.325,0,194.425,0,1111,Eaches,25,0.17,4.25,100,111100,14-10-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
298,298,2019,42,W42,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1040,1,0.733,-0.133,0.25,0.15,0,0,762.32,-138.32,260,156,0,0,1040,Eaches,25,0.26,6.5,10,10400,21-10-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
299,299,2019,43,W43,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1052,1,0.77,0.17,0,0.06,0,0,810.04,178.84,0,63.12,0,0,1052,Eaches,25,0.33,8.25,15,15780,28-10-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
300,300,2019,44,W44,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,951,1,0.22,0,0.25,0.15,0.38,0,209.22,0,237.75,142.65,361.38,0,951,Eaches,25,0.24,6,10,9510,04-11-2019,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
301,301,2019,45,W45,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,855,1,0.83,0,0.2,-0.03,0,0,709.65,0,171,-25.65,0,0,855,Eaches,25,0.2,5,100,85500,11-11-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
302,302,2019,46,W46,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,700,1,0.712,-0.1,0.25,-0.012,0.15,0,498.4,-70,175,-8.4,105,0,700,Eaches,25,0.2,5,10,7000,18-11-2019,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
303,303,2019,47,W47,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,781,1,0.712,-0.1,0.25,-0.012,0.15,0,556.072,-78.1,195.25,-9.372,117.15,0,781,Eaches,25,0.2,5,15,11715,25-11-2019,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
304,304,2019,48,W48,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,891,1,0.7,-0.1,0.25,0,0.15,0,623.7,-89.1,222.75,0,133.65,0,891,Eaches,25,0.2,5,10,8910,02-12-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
305,305,2019,49,W49,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,816,1,0.7,-0.1,0.25,0,0.15,0,571.2,-81.6,204,0,122.4,0,816,Eaches,25,0.2,5,100,81600,09-12-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
306,306,2019,50,W50,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,779,1,0.725,-0.125,0.25,0,0.15,0,564.775,-97.375,194.75,0,116.85,0,779,Eaches,25,0.33,8.25,10,7790,16-12-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
307,307,2019,51,W51,Banjara hills,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,617,1,0.725,-0.125,0.25,0,0.15,0,447.325,-77.125,154.25,0,92.55,37.02,654.02,Eaches,25,0.23,5.75,15,9255,23-12-2019,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
308,308,2017,1,W1,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,990,1,0.787,0,0.083,0.07,0,0.06,779.13,0,82.17,69.3,0,0,930.6,Eaches,25,0.2,5,10,9900,02-01-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
309,309,2017,2,W2,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,910,1,0.7,0.35,-0.07,0.1,-0.08,0,637,318.5,-63.7,91,-72.8,0,910,Eaches,25,0.3,7.5,10,9100,09-01-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
310,310,2017,3,W3,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,830,1,0.619,0.017,0.175,0.189,0,0,513.77,14.11,145.25,156.87,0,0,830,Eaches,25,0.24,6,10,8300,16-01-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
311,311,2017,4,W4,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,820,1,0.87,0,0,0.13,0,0,713.4,0,0,106.6,0,24.6,844.6,Eaches,25,0.3,7.5,10,8200,23-01-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
312,312,2017,5,W5,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,930,1,0.95,0.02,0,0,0,0.03,883.5,18.6,0,0,0,18.6,920.7,Eaches,25,0.23,5.75,10,9300,30-01-2017,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
313,313,2017,6,W6,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,990,1,0.891,0,0,0.089,0,0.02,882.09,0,0,88.11,0,59.4,1029.6,Eaches,25,0.35,8.75,10,9900,06-02-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
314,314,2017,7,W7,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,850,1,0.81,0.07,0,0.02,0.04,0.06,688.5,59.5,0,17,34,-88.4,710.6,Eaches,25,0.41,10.25,10,8500,13-02-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
315,315,2017,8,W8,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,840,1,0.78,0.07,0.134,0,0.12,-0.104,655.2,58.8,112.56,0,100.8,0,927.36,Eaches,25,0.22,5.5,10,8400,20-02-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
316,316,2017,9,W9,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1092,1,0.91,0,0,0.05,0.04,0,993.72,0,0,54.6,43.68,0,1092,Eaches,25,0.29,7.25,15,16380,27-02-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
317,317,2017,10,W10,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,970,1,0.61,0.12,0.075,0.02,0.175,0,591.7,116.4,72.75,19.4,169.75,0,970,Eaches,25,0.37,9.25,100,97000,06-03-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
318,318,2017,11,W11,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1130,1,0.88,-0.15,-0.08,0.175,0.175,0,994.4,-169.5,-90.4,197.75,197.75,0,1130,Eaches,25,0.36,9,100,113000,13-03-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
319,319,2017,12,W12,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,891,1,0.7,0.15,0.175,-0.2,0.175,0,623.7,133.65,155.925,-178.2,155.925,-34.749,856.251,Eaches,25,0.19,4.75,15,13365,20-03-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
320,320,2017,13,W13,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,950,1,0.651,-0.012,0.25,0.15,0,-0.039,618.45,-11.4,237.5,142.5,0,0,987.05,Eaches,25,0.22,5.5,15,14250,27-03-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
321,321,2017,14,W14,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1181,1,0.819,0.25,-0.21,0.05,0.091,0,967.239,295.25,-248.01,59.05,107.471,0,1181,Eaches,25,0.2,5,100,118100,03-04-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
322,322,2017,15,W15,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1200,1,0.71,0.015,0.125,0.15,0,0,852,18,150,180,0,0,1200,Eaches,25,0.2,5,100,120000,10-04-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
323,323,2017,16,W16,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1300,1,0.75,-0.15,0.25,0.15,0,0,975,-195,325,195,0,78,1378,Eaches,25,0.15,3.75,15,19500,17-04-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
324,324,2017,17,W17,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1271,1,0.87,0,0,0.07,0,0.06,1105.77,0,0,88.97,0,76.26,1271,Eaches,25,0.31,7.75,15,19065,24-04-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
325,325,2017,18,W18,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1271,1,0.91,0.07,0,0,-0.04,0.06,1156.61,88.97,0,0,-50.84,0,1194.74,Eaches,25,0.23,5.75,100,127100,01-05-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
326,326,2017,19,W19,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1419,1,0.61,0.17,0.124,-0.079,0.175,0,865.59,241.23,175.956,-112.101,248.325,0,1419,Eaches,25,0.43,10.75,100,141900,08-05-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
327,327,2017,20,W20,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1281,1,0.681,-0.101,0.22,0.2,0,0,872.361,-129.381,281.82,256.2,0,0,1281,Eaches,25,0.32,8,15,19215,15-05-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
328,328,2017,21,W21,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1381,1,0.791,0,0.19,0.18,-0.161,0,1092.371,0,262.39,248.58,-222.341,27.62,1408.62,Eaches,25,0.37,9.25,15,20715,22-05-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
329,329,2017,22,W22,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1261,1,0.98,0,0,0,0,0.02,1235.78,0,0,0,0,0,1235.78,Eaches,25,0.36,9,100,126100,29-05-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
330,330,2017,23,W23,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1471,1,0.5,0.15,0.175,0,0.175,0,735.5,220.65,257.425,0,257.425,-161.81,1309.19,Eaches,25,0.19,4.75,100,147100,05-06-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
331,331,2017,24,W24,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1590,1,0.79,0.19,0.145,-0.19,0.175,-0.11,1256.1,302.1,230.55,-302.1,278.25,0,1764.9,Eaches,25,0.22,5.5,15,23850,12-06-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
332,332,2017,25,W25,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1728,1,0.5,0.15,0.175,0,0.175,0,864,259.2,302.4,0,302.4,0,1728,Eaches,25,0.2,5,100,172800,19-06-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
333,333,2017,26,W26,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1525,1,0.677,-0.077,0.25,0.15,0,0,1032.425,-117.425,381.25,228.75,0,0,1525,Eaches,25,0.2,5,10,15250,26-06-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
334,334,2017,27,W27,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1327,1,0.8,0,0.2,0,0,0,1061.6,0,265.4,0,0,26.54,1353.54,Eaches,25,0.15,3.75,10,13270,03-07-2017,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
335,335,2017,28,W28,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1918,1,0.98,0,0,0,0,0.02,1879.64,0,0,0,0,0,1879.64,Eaches,25,0.31,7.75,15,28770,10-07-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
336,336,2017,29,W29,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1517,1,0.85,0,0.15,0,0,0,1289.45,0,227.55,0,0,0,1517,Eaches,25,0.23,5.75,100,151700,17-07-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
337,337,2017,30,W30,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1019,1,0.7,-0.1,0.25,0,0.15,0,713.3,-101.9,254.75,0,152.85,0,1019,Eaches,25,0.43,10.75,10,10190,24-07-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
338,338,2017,31,W31,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1281,1,0.725,-0.125,0.25,0,0.15,0,928.725,-160.125,320.25,0,192.15,29.463,1310.463,Eaches,25,0.32,8,10,12810,31-07-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
339,339,2017,32,W32,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1072,1,0.819,-0.125,0.11,0.023,0.15,0.023,877.968,-134,117.92,24.656,160.8,0,1047.344,Eaches,25,0.33,8.25,15,16080,07-08-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
340,340,2017,33,W33,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,917,1,0.725,-0.125,0.25,0,0.15,0,664.825,-114.625,229.25,0,137.55,0,917,Eaches,25,0.23,5.75,100,91700,14-08-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
341,341,2017,34,W34,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,891,1,0.75,-0.1,0.24,0,0.11,0,668.25,-89.1,213.84,0,98.01,6.237,897.237,Eaches,25,0.2,5,10,8910,21-08-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
342,342,2017,35,W35,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,817,1,0.81,-0.077,-0.03,0.15,0.14,0.007,661.77,-62.909,-24.51,122.55,114.38,16.34,827.621,Eaches,25,0.3,7.5,10,8170,28-08-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
343,343,2017,36,W36,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Festival,0,0,1,1451,1,0.721,-0.15,0.3,-0.021,0.13,0.02,1046.171,-217.65,435.3,-30.471,188.63,0,1421.98,Eaches,25,0.24,6,15,21765,04-09-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
344,344,2017,37,W37,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Festival,0,0,1,1314,1,0.8,0.05,0.02,0.13,0,0,1051.2,65.7,26.28,170.82,0,39.42,1353.42,Eaches,25,0.23,5.75,100,131400,11-09-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
345,345,2017,38,W38,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Festival,0,0,1,1200,1,0.95,0.02,0,0,0,0.03,1140,24,0,0,0,0,1164,Eaches,25,0.22,5.5,10,12000,18-09-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
346,346,2017,39,W39,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Festival,0,0,1,1000,1,0.85,0,0.167,0,-0.017,0,850,0,167,0,-17,0,1000,Eaches,25,0.17,4.25,10,10000,25-09-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
347,347,2017,40,W40,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Festival,0,0,1,1241,1,0.842,0,0.158,0,0,0,1044.922,0,196.078,0,0,0,1241,Eaches,25,0.26,6.5,15,18615,02-10-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
348,348,2017,41,W41,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Festival,0,0,1,1028,1,0.75,0,0.075,0,0.175,0,771,0,77.1,0,179.9,0,1028,Eaches,25,0.33,8.25,100,102800,09-10-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
349,349,2017,42,W42,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1040,1,0.733,-0.133,0.25,0.15,0,0,762.32,-138.32,260,156,0,0,1040,Eaches,25,0.24,6,10,10400,16-10-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
350,350,2017,43,W43,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1271,1,0.66,0.17,0.13,-0.02,0.06,0,838.86,216.07,165.23,-25.42,76.26,25.42,1296.42,Eaches,25,0.2,5,15,19065,23-10-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
351,351,2017,44,W44,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,971,1,0.44,0,0.31,-0.15,0.38,0.02,427.24,0,301.01,-145.65,368.98,223.33,1174.91,Eaches,25,0.2,5,10,9710,30-10-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
352,352,2017,45,W45,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,860,1,0.711,0.14,-0.04,-0.181,0.14,0.23,611.46,120.4,-34.4,-155.66,120.4,0,662.2,Eaches,25,0.2,5,100,86000,06-11-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
353,353,2017,46,W46,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,761,1,0.712,-0.1,0.25,-0.012,0.15,0,541.832,-76.1,190.25,-9.132,114.15,-471.059,289.941,Eaches,25,0.2,5,10,7610,13-11-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
354,354,2017,47,W47,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,716,1,0.819,-0.1,-0.25,0.24,0.91,-0.619,586.404,-71.6,-179,171.84,651.56,-50.12,1109.084,Eaches,25,0.2,5,15,10740,20-11-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
355,355,2017,48,W48,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,917,1,0.81,-0.1,0.33,-0.12,0.15,-0.07,742.77,-91.7,302.61,-110.04,137.55,0,981.19,Eaches,25,0.33,8.25,10,9170,27-11-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
356,356,2017,49,W49,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,840,1,0.7,-0.1,0.25,0,0.15,0,588,-84,210,0,126,0,840,Eaches,25,0.23,5.75,100,84000,04-12-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
357,357,2017,50,W50,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,700,1,0.725,-0.125,0.25,0,0.15,0,507.5,-87.5,175,0,105,0,700,Eaches,25,0.2,5,10,7000,11-12-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
358,358,2017,51,W51,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,600,1,0.725,-0.125,0.25,0,0.15,0,435,-75,150,0,90,-371.4,228.6,Eaches,25,0.3,7.5,15,9000,18-12-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
359,359,2018,1,W1,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,980,1,0.819,-0.1,-0.25,0.24,0.91,-0.619,802.62,-98,-245,235.2,891.8,-68.6,1518.02,Eaches,25,0.24,6,10,9800,01-01-2018,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
360,360,2018,2,W2,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,949,1,0.81,-0.1,0.33,-0.12,0.15,-0.07,768.69,-94.9,313.17,-113.88,142.35,0,1015.43,Eaches,25,0.23,5.75,10,9490,08-01-2018,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
361,361,2018,3,W3,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,816,1,0.7,-0.1,0.25,0,0.15,0,571.2,-81.6,204,0,122.4,0,816,Eaches,25,0.22,5.5,10,8160,15-01-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
362,362,2018,4,W4,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Winter,1,0,0,871,1,0.725,-0.125,0.25,0,0.15,0,631.475,-108.875,217.75,0,130.65,0,871,Eaches,25,0.17,4.25,10,8710,22-01-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
363,363,2018,5,W5,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,900,1,0.725,-0.125,0.25,0,0.15,0,652.5,-112.5,225,0,135,0,900,Eaches,25,0.26,6.5,10,9000,29-01-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
364,364,2018,6,W6,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1000,1,0.8,0.05,0.02,0.13,0,0,800,50,20,130,0,30,1030,Eaches,25,0.33,8.25,10,10000,05-02-2018,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
365,365,2018,7,W7,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,871,1,0.95,0.02,0,0,0,0.03,827.45,17.42,0,0,0,0,844.87,Eaches,25,0.24,6,10,8710,12-02-2018,0,0,0,Equal to zero,Equal to zero,Equal to zero
366,366,2018,8,W8,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,841,1,0.85,0,0.167,0,-0.017,0,714.85,0,140.447,0,-14.297,0,841,Eaches,25,0.2,5,10,8410,19-02-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
367,367,2018,9,W9,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1021,1,0.842,0,0.158,0,0,0,859.682,0,161.318,0,0,0,1021,Eaches,25,0.2,5,15,15315,26-02-2018,0,0,0,Equal to zero,Equal to zero,Equal to zero
368,368,2018,10,W10,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,971,1,0.75,0,0.075,0,0.175,0,728.25,0,72.825,0,169.925,0,971,Eaches,25,0.2,5,100,97100,05-03-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
369,369,2018,11,W11,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1101,1,0.733,-0.133,0.25,0.15,0,0,807.033,-146.433,275.25,165.15,0,0,1101,Eaches,25,0.2,5,100,110100,12-03-2018,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
370,370,2018,12,W12,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,871,1,0.66,0.17,0.13,-0.02,0.06,0,574.86,148.07,113.23,-17.42,52.26,17.42,888.42,Eaches,25,0.2,5,15,13065,19-03-2018,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
371,371,2018,13,W13,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,971,1,0.44,0,0.31,-0.15,0.38,0.02,427.24,0,301.01,-145.65,368.98,223.33,1174.91,Eaches,25,0.33,8.25,15,14565,26-03-2018,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
372,372,2018,14,W14,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1191,1,0.711,0.14,-0.04,-0.181,0.14,0.23,846.801,166.74,-47.64,-215.571,166.74,0,917.07,Eaches,25,0.23,5.75,100,119100,02-04-2018,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
373,373,2018,15,W15,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,,0,0,0,1201,1,0.712,-0.1,0.25,-0.012,0.15,0,855.112,-120.1,300.25,-14.412,180.15,0,1201,Eaches,25,0.2,5,100,120100,09-04-2018,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
374,374,2018,16,W16,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1381,1,0.677,-0.077,0.25,0.15,0,0,934.937,-106.337,345.25,207.15,0,0,1381,Eaches,25,0.3,7.5,15,20715,16-04-2018,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
375,375,2018,17,W17,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1291,1,0.8,0,0.2,0,0,0,1032.8,0,258.2,0,0,25.82,1316.82,Eaches,25,0.24,6,15,19365,23-04-2018,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
376,376,2018,18,W18,Banjara hills,Hyderabad,1,100 ML Strawberry,Cups,Summer,0,1,0,1436,1,0.98,0,0,0,0,0.02,1407.28,0,0,0,0,0,1407.28,Eaches,25,0.3,7.5,100,143600,30-04-2018,0,0,0,Equal to zero,Equal to zero,Equal to zero
